benchmark,variant,method,fl,size,alpha,seed,modes,spearman,run_name
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.4,4,25.0,0.99629707774165,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.4,3,20.0,0.9960928045184576,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.6,1,0.0,0.9474018944570388,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.4,3,0.0,0.981928539711682,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.6,0,33.0,0.9982903190390066,ss(0)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.6,2,0.0,0.9623196277979889,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.6)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.5,1,0.0,0.9685090744306748,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.5,2,0.0,0.97756818476064,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.9,2,49.0,0.9962261636600984,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.9)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.7,3,0.0,0.9348527288459748,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.7)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.2,3,20.0,0.988798551118344,ss(3)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.2)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.5,2,13.0,0.9940037821223487,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.5)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.4,1,17.0,0.9968911654341776,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.4)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.8,4,2.0,0.9671013223174084,ss(4)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.8)
1-set,subtb_gfn_fl0,subtb_gfn,False,small,0.3,2,17.0,0.993867356947471,ss(2)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(small)_m(subtb_gfn)_a(0.3)
1-set,subtb_gfn_fl0,subtb_gfn,False,medium,0.9,1,11.0,0.970075698447288,ss(1)_ms(0)_md(on)_mdfr(0)_upb(1)_sz(medium)_m(subtb_gfn)_a(0.9)
7-mols,subtb,subtb,False,,0.7,0,15.0,0.6188893006164645,m(subtb)_a(0.7)_s(0)_v(False)
7-mols,db,db,False,,0.8,0,8.0,0.477614209037051,m(db)_a(0.8)_s(0)_v(False)
7-mols,subtb,subtb,False,,0.7,2,28.0,0.6443908669821141,m(subtb)_a(0.7)_s(2)_v(False)
7-mols,subtb,subtb,False,,0.1,1,22.0,0.5882216135026378,m(subtb)_a(0.1)_s(1)_v(False)
7-mols,fl_subtb,subtb,True,,0.2,0,5.0,-0.6355365759824186,m(fl_subtb)_a(0.2)_s(0)_v(False)
7-mols,fl_db,db,True,,0.1,2,5.0,-0.5693215798339443,m(fl_db)_a(0.1)_s(2)_v(False)
7-mols,fl_subtb,subtb,True,,0.2,3,14.0,-0.5496396165635531,m(fl_subtb)_a(0.2)_s(3)_v(False)
7-mols,db,db,False,,0.4,2,17.0,0.5524510894034549,m(db)_a(0.4)_s(2)_v(False)
7-mols,fl_db,db,True,,0.1,0,8.0,-0.5777404018990656,m(fl_db)_a(0.1)_s(0)_v(False)
7-mols,subtb,subtb,False,,0.9,3,32.0,0.5962160554108855,m(subtb)_a(0.9)_s(3)_v(False)
7-mols,subtb,subtb,False,,0.1,0,19.0,0.5748650184568239,m(subtb)_a(0.1)_s(0)_v(False)
7-mols,db,db,False,,0.2,0,12.0,0.43222463293837776,m(db)_a(0.2)_s(0)_v(False)
7-mols,db,db,False,,0.7,1,17.0,0.6068637326011235,m(db)_a(0.7)_s(1)_v(False)
7-mols,subtb,subtb,False,,0.3,3,23.0,0.6056913398340662,m(subtb)_a(0.3)_s(3)_v(False)
7-mols,db,db,False,,0.1,3,6.0,0.5197698455780684,m(db)_a(0.1)_s(3)_v(False)
7-mols,db,db,False,,0.8,4,6.0,0.4715514894065968,m(db)_a(0.8)_s(4)_v(False)
7-mols,subtb,subtb,False,,0.8,0,23.0,0.5986471744486762,m(subtb)_a(0.8)_s(0)_v(False)
7-mols,fl_db,db,True,,0.6,0,14.0,-0.6033658881409159,m(fl_db)_a(0.6)_s(0)_v(False)
7-mols,fl_db,db,True,,0.4,1,9.0,-0.585148694419349,m(fl_db)_a(0.4)_s(1)_v(False)
7-mols,subtb,subtb,False,,0.2,2,12.0,0.6303071166309819,m(subtb)_a(0.2)_s(2)_v(False)
7-mols,subtb,subtb,False,,0.7,4,23.0,0.6068952260904926,m(subtb)_a(0.7)_s(4)_v(False)
7-mols,fl_db,db,True,,0.1,4,6.0,-0.5769417639857678,m(fl_db)_a(0.1)_s(4)_v(False)
7-mols,db,db,False,,0.3,0,10.0,0.53702214651295,m(db)_a(0.3)_s(0)_v(False)
7-mols,fl_db,db,True,,0.5,0,11.0,-0.5832534648894484,m(fl_db)_a(0.5)_s(0)_v(False)
7-mols,db,db,False,,0.5,4,13.0,0.5124369290752188,m(db)_a(0.5)_s(4)_v(False)
7-mols,subtb,subtb,False,,0.1,3,15.0,0.5499591315914775,m(subtb)_a(0.1)_s(3)_v(False)
7-mols,db,db,False,,0.5,2,10.0,0.5146340964776954,m(db)_a(0.5)_s(2)_v(False)
7-mols,subtb,subtb,False,,0.8,3,29.0,0.6279729632966786,m(subtb)_a(0.8)_s(3)_v(False)
7-mols,db,db,False,,0.3,1,4.0,0.5353956017610264,m(db)_a(0.3)_s(1)_v(False)
7-mols,db,db,False,,0.1,4,5.0,0.4785841031260021,m(db)_a(0.1)_s(4)_v(False)
7-mols,subtb,subtb,False,,0.7,3,18.0,0.5938561919127489,m(subtb)_a(0.7)_s(3)_v(False)
7-mols,db,db,False,,0.9,0,12.0,0.48747908859513056,m(db)_a(0.9)_s(0)_v(False)
7-mols,fl_db,db,True,,0.2,2,7.0,-0.5574661629621145,m(fl_db)_a(0.2)_s(2)_v(False)
7-mols,fl_subtb,subtb,True,,0.1,4,9.0,-0.5774871974871104,m(fl_subtb)_a(0.1)_s(4)_v(False)
7-mols,db,db,False,,0.7,4,12.0,0.5290315660430943,m(db)_a(0.7)_s(4)_v(False)
7-mols,subtb,subtb,False,,0.4,2,30.0,0.5622377799002247,m(subtb)_a(0.4)_s(2)_v(False)
7-mols,db,db,False,,0.2,3,5.0,0.4956577897088767,m(db)_a(0.2)_s(3)_v(False)
7-mols,db,db,False,,0.1,0,6.0,0.5184446060305592,m(db)_a(0.1)_s(0)_v(False)
7-mols,fl_subtb,subtb,True,,0.1,1,8.0,-0.6032414138734091,m(fl_subtb)_a(0.1)_s(1)_v(False)
7-mols,db,db,False,,0.8,1,9.0,0.39009263900805585,m(db)_a(0.8)_s(1)_v(False)
7-mols,subtb,subtb,False,,0.4,3,23.0,0.6092386740632826,m(subtb)_a(0.4)_s(3)_v(False)
